	series	booktitle	year	title	abstract	authors	pdf1page	pdfarticle	abstract_prepro
800	Revue des Nouvelles Technologies de l'Information	EGC 	2008	Algorithmes rapides de boosting de SVM	Les algorithmes de boosting de Newton Support Vector Machine (NSVM), Proximal Support Vector Machine (PSVM) et Least-Squares Support Vector Machine (LS-SVM) que nous présentons visent à la classification de très grands ensembles de données sur des machines standard. Nous présentons une extension des algorithmes de NSVM, PSVM et LS-SVM, pour construire des algorithmes de boosting. A cette fin, nous avons utilisé un terme de régularisation de Tikhonov et le théorème Sherman-Morrison- Woodbury pour adapter ces algorithmes au traitement d'ensembles de données ayant un grand nombre de dimensions. Nous les avons ensuite étendus par construction d'algorithmes de boosting de NSVM, PSVM et LS-SVM afin de traiter des données ayant simultanément un grand nombre d'individus et de dimensions. Les performances des algorithmes sont évaluées sur des grands ensembles de données de l'UCI comme Adult, KDDCup 1999, Forest Covertype, Reuters-21578 et RCV1-binary sur une machine standard (PC-P4, 2,4 GHz, 1024 Mo RAM).	Thanh-Nghi Do, Jean-Daniel Fekete, François Poulet	http://editions-rnti.fr/render_pdf.php?p1&p=1000617	http://editions-rnti.fr/render_pdf.php?p=1000617	algorithme boosting Newton Support Vector machiner nsvm Proximal Support Vector machiner PSVM leastsquar Support Vector Machine LSSVM présenter viser classification grand ensemble donnée machine standard présenter extension algorithme nsvm psvm LSSVM construire algorithme boosting A fin utiliser terme régularisation Tikhonov théorème shermanmorrison Woodbury adapter algorithme traitement densembl donnée grand nombre dimension ensuite étendre construction dalgorithme boosting nsvm psvm LSSVM traiter donnée simultanément grand nombre dindividus dimension performance algorithme évaluer grand ensemble donnée luci Adult KDDCup 1999 Forest Covertype Reuters21578 rcv1binary machiner standard pcp4 24 ghz 1024 Mo ram
801	Revue des Nouvelles Technologies de l'Information	EGC 	2008	Analyse exploratoire d'opinions cinématographiques : co-clustering de corpus textuels communautaires	Les sites communautaires sont un endroit privilégié pour s'exprimer et publier des opinions. Le site www.flixster.com est un exemple de site participatif sur lequel se rassemblent plus de 20 millions de cinéphiles qui partagent des commentaires sur les films qu'ils ont ou non aimés. Explorer les contenus autoproduits est un challenge pour qui veut comprendre les attentes des internautes. Par une méthode d'apprentissage non supervisée, nous montrerons qu'il est possible de mieux comprendre le vocabulaire utilisé pour décrire des opinions. En particulier, grâce à une méthode de co-clustering, nous montrerons qu'un rapprochement peut être fait entre des films particuliers sur la base de l'usage d'un vocabulaire particulier. L'analyse des résultats peut conduire à retrouver une certaine typologie de films ou encore des rapprochements entre films. Cette étude peut être complémentaire avec des analyses linguistiques des corpus, ou encore être exploitée dans un contexte applicatif de recommandation de contenus multimédias.	Damien Poirier, Cécile Bothorel, Marc Boullé	http://editions-rnti.fr/render_pdf.php?p1&p=1000654	http://editions-rnti.fr/render_pdf.php?p=1000654	site communautaire endroit privilégier sexprimer publier opinion site wwwflixstercom exemple site participatif rassembler plaire 20 million cinéphile partager commentaire film quil aimé explorer contenu autoproduits challenge vouloir comprendre attente internaute Par méthode dapprentissage superviser montrer quil mieux comprendre vocabulaire utiliser décrire opinion En grâce méthode coclustering montrer quun rapprochement pouvoir faire entrer film baser lusage dun vocabulair lanalyse résultat pouvoir conduire retrouver typologie film rapprochement entrer film étude pouvoir complémentaire analyse linguistique corpus exploiter dan contexte applicatif recommandation contenu multimédia
802	Revue des Nouvelles Technologies de l'Information	EGC 	2008	Apport des traitements morpho-syntaxiques pour l'alignement des définitions par une classification SVM	Cet article propose une méthode d'alignement automatique de définitions destinée à améliorer la fusion entre des terminologies spécialisées et un vocabulaire médical généraliste par un classifieur de type SVM (Support Vecteur Machine) et une représentation compacte et pertinente d'un couple de définitions par concaténation d'un ensemble de mesures de similarité, afin de tenir compte de leur complémentarité, auquelle nous ajoutons les longueurs de chacune des définitions. Trois niveaux syntaxiques ont été investigués. Le modèle fondé sur un apprentissage à partir des groupes nominaux de type Noms-Adjectifs aboutit aux meilleures performances.	Laura Diosan, Alexandrina Rogozan, Jean-Pierre Pécuchet	http://editions-rnti.fr/render_pdf.php?p1&p=1000582	http://editions-rnti.fr/render_pdf.php?p=1000582	article proposer méthode dalignement automatique définition destiner améliorer fusion entrer terminologie spécialiser vocabulair médical généraliste classifieur typer SVM Support Vecteur machiner représentation compact pertinent dun coupler définition concaténation dun ensemble mesure similarité compter complémentarité auquell ajouter longueur définition Trois niveau syntaxique investiguer modeler fonder apprentissage partir groupe nominal typer nomsadjectif aboutir meilleur performance
803	Revue des Nouvelles Technologies de l'Information	EGC 	2008	Approche d'annotation automatique des événements	"Quotidiennement, plusieurs agences de presse publient des milliers d'articles contenant plusieurs événements de toutes sortes (politiques, économiques, culturels, etc.). Les preneurs de décision, se trouvent face à ce grand nombre d'événements dont seulement quelques uns les concernent. Le traitement automatique de tels événements devient de plus en plus nécessaires. Pour cela, nous proposons une approche, qui se base sur l'apprentissage automatique, et qui permet d'annoter les articles de presse pour générer un résumé automatique contenant les principaux événements. Nous avons validé notre approche par le développement du système ""AnnotEv""."	Rim Faiz, Aymen Elkhlifi	http://editions-rnti.fr/render_pdf.php?p1&p=1000554	http://editions-rnti.fr/render_pdf.php?p=1000554	quotidiennement agence presser publier millier darticl contenir événement sorte politique économique culturel preneur décision trouver face grand nombre dévénement concerner traitement automatique événement devenir plaire plaire nécessaire Pour celer proposer approcher baser lapprentissage automatique permettre dannoter article presser générer résumer automatique contenir principal événement valider approcher développement système AnnotEv
804	Revue des Nouvelles Technologies de l'Information	EGC 	2008	Approche hybride de classification à base de treillis de Galois: application à la reconnaissance de visages	La recherche dans le domaine de la reconnaissance de visages profite des solutions obtenues dans le domaine de l'apprentissage automatique. Le problème de classification de visages peut être considéré comme un problème d'apprentissage supervisé où les exemples d'apprentissage sont les visages étiquetés. Notre article introduit dans ce contexte une nouvelle approche hybride de classification qui utilise le paradigme d'apprentissage automatique supervisé. Ainsi, en se basant sur le fondement mathématique des treillis de Galois et leur utilisation pour la classification supervisée, nous proposons un nouvel algorithme de classification baptisé CITREC ainsi que son application pour la reconnaissance de visages. L'originalité de notre approche provient de la combinaison de l'analyse formelle de concepts avec les approches de classification supervisée à inférence bayésienne ou à plus proches voisins. Une validation expérimentale est décrite sur un benchmark du domaine de la reconnaissance de visages.	Yahya Slimani, Cherif Chiraz Latiri, Brahim Douar	http://editions-rnti.fr/render_pdf.php?p1&p=1000618	http://editions-rnti.fr/render_pdf.php?p=1000618	rechercher dan domaine reconnaissance visage profiter solution obtenu dan domaine lapprentissage automatique problème classification visage pouvoir considérer problème dapprentissage superviser exemple dapprentissage visage étiqueté article introduire dan contexte approcher hybride classification utiliser paradigm dapprentissage automatique superviser baser fondement mathématique treillis Galois utilisation classification superviser proposer nouvel algorithme classification baptiser CITREC application reconnaissance visage loriginalité approcher provenir combinaison lanalyse formel concept approche classification superviser inférence bayésienn plaire voisin validation expérimental décrire benchmark domaine reconnaissance visage
805	Revue des Nouvelles Technologies de l'Information	EGC 	2008	Approches de type n-grammes pour l'analyse de parcours de vie familiaux	Cet article porte sur l'analyse de parcours de vie représentés sous forme de séquences d'événements. Plus spécifiquement, on examine les possibilités d'exploiter des codages de type n-grammes de ces séquences pour en extraire des connaissances. En fait, compte tenu de la simultanéité de certains événements, une procédure stricte de n-grammes comme on peut par exemple l'appliquer sur des textes, n'est pas applicable ici. Nous discutons diverses alternatives qui s'avèrent finalement plus proches de la fouille de séquences fréquentes. Les concepts discutés sont illustrés sur des données de l'enquête biographique rétrospective réalisée par le Panel suisse de ménages en 2002. Enfin, on précisera sur quels aspects l'approche proposée peut apporter un éclairage complémentaire utile par rapport à d'autres techniques plus classiques d'analyse exploratoire de parcours de vie.	Matthias Studer, Alexis Gabadinho, Nicolas S. Müller, Gilbert Ritschard	http://editions-rnti.fr/render_pdf.php?p1&p=1000639	http://editions-rnti.fr/render_pdf.php?p=1000639	article porter lanalyse parcours vie représenter sou former séquence dévénement plaire spécifiquement examiner possibilité dexploiter codage typer ngramm séquence extraire connaissance En faire compter simultanéité événement procédure strict ngramme pouvoir exemple lappliquer texte nest applicable discuton alternative saver finalement plaire fouiller séquence fréquent concept discuter illustrer donnée lenquête biographique rétrospectif réaliser Panel suisse ménage 2002 préciser aspect lapproche proposer pouvoir apporter éclairage complémentaire utile rapport dautre technique plaire classique danalyse exploratoire parcours vie
806	Revue des Nouvelles Technologies de l'Information	EGC 	2008	Assignation automatique de solutions à des classes de plaintes liées aux ambiances intérieures polluées	Nous présentons dans cet article un système informatique pour le traitement des plaintes en lien avec des situations de pollution domestique écrites en français. Après la construction automatique d'une base de scenarii de plaintes, un module de recherche apparie la plainte à traiter à la thématique de la plainte la plus similaire. Enfin, il s'agit d'assigner au problème courant la solution correspondante au scénario de pollution auquel est affectée la plainte pertinente. Nous montrons ici l'intérêt de l'introduction dans l'appariement des textes de l'aspect sémantique géré par un dictionnaire généraliste de synonymes et en quoi il n'est pas réalisable pour notre problème particulier de construire une ontologie.	Zoulikha Heddadji, Nicole Vincent, Séverine Kirchner, Georges Stamon	http://editions-rnti.fr/render_pdf.php?p1&p=1000656	http://editions-rnti.fr/render_pdf.php?p=1000656	présenter dan article système informatique traitement plainte lien situation pollution domestique écrit français Après construction automatique dune baser scenarii plainte moduler rechercher appari plaindre traiter thématique plaindre plaire similaire sagit dassigner problème courir solution correspondant scénario pollution affecter plaindre pertinent montrer lintérêt lintroduction dan lappariement texte laspect sémantique gérer dictionnair généraliste synonyme nest réalisable problème construire ontologie
807	Revue des Nouvelles Technologies de l'Information	EGC 	2008	Binary Block GTM : Carte auto-organisatrice probabiliste pour les grands tableaux binaires	Ce papier présente un modèle génératif et son estimation permettant la visualisation de données binaires. Notre approche est basée sur un modèle de mélange de lois de Bernoulli par blocs et les cartes de Kohonen probabilistes. La méthode obtenue se montre à la fois parcimonieuse et pertinente en pratique.	Rodolphe Priam, Mohamed Nadif, Gérard Govaert	http://editions-rnti.fr/render_pdf.php?p1&p=1000614	http://editions-rnti.fr/render_pdf.php?p=1000614	papier présenter modeler génératif estimation permettre visualisation donnée binaire approcher baser modeler mélanger loi Bernoulli bloc carte Kohonen probabilister méthode obtenir montrer parcimonieux pertinent pratiquer
808	Revue des Nouvelles Technologies de l'Information	EGC 	2008	Cas d'utilisation réelle de Nautilus : calculs d'indicateurs chez un opérateur télécom	Nautilus est un logiciel d'analyse de bases de données. Le but de cette application est de généraliser l'utilisation de données clients au sein des entreprises. Elle facilite l'accès aux données en permettant de visualiser et manipuler les données du SGBD sous forme de concepts métiers. Elle inclut un générateur de requêtes SQL et un outil de gestion de tâches désignées pour l'agrégation de grands volumes de données. Le principe de fonctionnement est basé sur l'enchaînement de phases permettant la création des données d'analyse : importation des métadonnées du SGBD ; construction d'un dictionnaire de des concepts métiers ; spécification des champs à calculer. Les différents traitements tels que les jointures et l'alimentation des tables sont optimisés afin de rendre l'application utilisable sur des SGBD d'entreprise	Adrien Schmidt, Serge Fantino	http://editions-rnti.fr/render_pdf.php?p1&p=1000601	http://editions-rnti.fr/render_pdf.php?p=1000601	nautilu logiciel danalyse base donnée boire application généraliser lutilisation donnée client entreprise faciliter laccè donnée permettre visualiser manipuler donnée SGBD sou former concept métier inclure générateur requête SQL outil gestion tâche désigner lagrégation grand volume donnée principe fonctionnement baser lenchaînement phase permettre création donnée danalyse   importation métadonnée sgbd   construction dun dictionnair concept métier   spécification champ calculer traitement jointure lalimentation table optimiser lapplication utilisable sgbd dentrepris
809	Revue des Nouvelles Technologies de l'Information	EGC 	2008	Classification adaptative de séries temporelles : application à l'identification des gènes exprimés au cours du cycle cellulaire	Ce travail s'inscrit dans le cadre de l'étude de la division cellulaire assurant la prolifération des cellules. Une meilleure compréhension de ce phénomène biologique nécessite l'identification des gènes caractérisant chaque phase du cycle cellulaire. Le procédé d'identification est généralement basé sur un ensemble de gènes dits gènes de référence, sélectionnés expérimentalement et considérés comme caractérisant les phases du cycle cellulaire. Les niveaux d'expression des gènes étudiés sont mesurés durant le cycle de la division cellulaire et permettent de construire des profils d'expression. Chaque gène étudié est affecté à la phase du cycle cellulaire correspondant au groupe de gènes de référence le plus similaire. Cette approche classique souffre de deux limites. D'une part les mesures de proximité les plus couramment utilisés entre profils d'expression de gènes sont basées sur les écarts en valeurs sans tenir compte de la forme des profils. D'autre part, dans la littérature, il n'y a pas consensus quant à l'ensemble des gènes de référence à considérer. Dans cet article, notre but est de proposer une classification adaptative, basée sur un indice de dissimilarité incluant les proximités en valeurs et en forme des profils d'expression de gènes, permettant d'identifier les phases d'expression des gènes étudiés, et de présenter un nouvel ensemble de gènes de référence validé par une connaissance biologique.	Alpha Diallo, Ahlame Douzal-Chouakria, Françoise Giroud	http://editions-rnti.fr/render_pdf.php?p1&p=1000637	http://editions-rnti.fr/render_pdf.php?p=1000637	travail sinscrit dan cadrer létude division cellulaire assurer prolifération cellule meilleur compréhension phénomène biologique nécessit lidentification gène caractériser phase cycle cellulaire procéder didentification généralement baser ensemble gène gèn référence sélectionner expérimentalement considérer caractériser phase cycle cellulaire niveau dexpression gène étudier mesurer durer cycle division cellulaire permettre construire profil dexpression gène étudier affecter phase cycle cellulaire correspondre grouper gène référence plaire similaire approcher classique souffrir limite dune partir mesure proximité plaire couramment utiliser entrer profil dexpression gène baser écart compter former profil Dautre partir dan littérature ny consensus lensemble gène référence considérer Dans article boire proposer classification adaptatif baser indice dissimilarité inclure proximiter former profil dexpression gène permettre didentifier phase dexpression gène étudier poster nouvel ensemble gène référence valider connaissance biologique
810	Revue des Nouvelles Technologies de l'Information	EGC 	2008	Classification de documents en réseaux petits mondes en vue d'apprentissage		Mohamed Khazri, Mohamed Tmar, Mohand Boughanem, Mohamed Abid	http://editions-rnti.fr/render_pdf.php?p1&p=1000581	http://editions-rnti.fr/render_pdf.php?p=1000581	
811	Revue des Nouvelles Technologies de l'Information	EGC 	2008	Clustering en haute dimension par accumulation de clusterings locaux	"Le clustering est une tâche fondamentale de la fouille de données. Ces dernières années, les méthodes de type cluster ensembles ont été l'objet d'une attention soutenue. Il s'agit d'agréger plusieurs clusterings d'un jeu de données afin d'obtenir un clustering ""moyen"". Les clusterings individuels peuvent être le résultat de différents algorithmes. Ces méthodes sont particulièrement utiles lorsque la dimensionalité des données ne permet pas aux méthodes classiques basées sur la distance et/ou la densité de fonctionner correctement. Dans cet article, nous proposons une méthode pour obtenir des clusterings individuels à faible coût, à partir de projections partielles du jeu de données. Nous évaluons empiriquement notre méthode et la comparons à trois méthodes de différents types. Nous constatons qu'elle donne des résultats sensiblement supérieurs aux autres."	Marc-Ismaël Akodjènou-Jeannin, Kavé Salamatian, Patrick Gallinari	http://editions-rnti.fr/render_pdf.php?p1&p=1000612	http://editions-rnti.fr/render_pdf.php?p=1000612	clustering tâcher fondamental fouiller donnée dernière année méthode typer cluster ensembl lobjet dune attention soutenir sagit dagréger clustering dun jeu donnée dobtenir clustering moyen clustering individuel pouvoir résultat algorithme méthode utile dimensionalité donnée permettre méthode classique baser distancer etou densité fonctionner correctement Dans article proposer méthode obtenir clustering individuel faible coût partir projection partiel jeu donnée évaluer empiriquement méthode comparer méthode type constater donner résultat sensiblement supérieur
812	Revue des Nouvelles Technologies de l'Information	EGC 	2008	Clustering Visuel Semi-Supervisé pour des systèmes en coordonnées en étoiles 3D	Dans cet article, nous proposons une approche qui combine les méthodes statistiques avancées et la flexibilité des approches interactives manuelles en clustering visuel. Nous présentons l'interface Semi-Supervised Visual Clustering (SSVC). Sa contribution principale est l'apprentissage d'une métrique de projection optimale pour la visualisation en coordonnées en étoiles ainsi que pour l'extension 3D que nous avons développée. La métrique de distance de projection est apprise à partir des retours de l'utilisateur soit en termes de similarité/ dissimilarité entre les items, soit par l'annotation directe. L'interface SSVC permet, de plus, une utilisation hybride dans laquelle un ensemble de paramètres sont manuellement fixés par l'utilisateur tandis que les autres paramètres sont déterminés par un algorithme de distance optimale.	Loïc Lecerf, Boris Chidlovskii	http://editions-rnti.fr/render_pdf.php?p1&p=1000559	http://editions-rnti.fr/render_pdf.php?p=1000559	Dans article proposer approcher combiner méthode statistique avancer flexibilité approche interactif manuel clustering visuel présenter linterface SemiSupervised Visual Clustering SSVC contribution principal lapprentissage dune métrique projection optimal visualisation coordonner étoile lextension 3D développer métrique distancer projection apprendre partir lutilisateur terme similarité dissimilarité entrer item lannotation direct Linterface SSVC permettre plaire utilisation hybride dan ensemble paramètre manuellement fixer lutilisateur paramètre déterminer algorithme distancer optimal
813	Revue des Nouvelles Technologies de l'Information	EGC 	2008	Co-classification sous contraintes par la somme des résidus quadratiques	"Dans de nombreuses applications, une co-classification est plus facile à interpréter qu'une classification mono-dimensionnelle. Il s'agit de calculer une bi-partition ou collection de co-clusters : chaque co-cluster est un groupe d'objets associé à un groupe d'attributs et les interprétations peuvent s'appuyer naturellement sur ces associations. Pour exploiter la connaissance du domaine et ainsi améliorer la pertinence des partitions, plusieurs méthodes de classification sous contraintes ont été proposées pour le cas mono-dimensionnel, e.g., l'exploitation de contraintes ""must-link"" et ""cannot-link"". Nous considérons ici la co-classification sous contraintes avec la gestion de telles contraintes étendues aux dimensions des objets et des attributs, mais aussi l'expression de contraintes de contiguité dans le cas de domaines ordonnés. Nous proposons un algorithme itératif qui minimise la somme des résidus quadratiques et permet l'exploitation active des contraintes spécifiées par les analystes. Nous montrons la valeur ajoutée de ce type d'extraction sur deux applications en analyse du transcriptome."	Ruggero G. Pensa, Jean-François Boulicaut	http://editions-rnti.fr/render_pdf.php?p1&p=1000665	http://editions-rnti.fr/render_pdf.php?p=1000665	Dans application coclassification plaire facile interpréter quune classification monodimensionnell sagit calculer bipartition collection cocluster   cocluster grouper dobjet associer grouper dattribut interprétation pouvoir sappuyer naturellement association Pour exploiter connaissance domaine améliorer pertinence partition méthode classification sou contraint proposer cas monodimensionnel eg lexploitation contrainte mustlink cannotlink considérer coclassification sou contrainte gestion contraint étendu dimension objet attribut lexpression contrainte contiguité dan cas domaine ordonner proposer algorithme itératif minimiser sommer résidu quadratique permettre lexploitation activer contrainte spécifier analyste montrer ajouter typer dextraction application analyser transcriptome
814	Revue des Nouvelles Technologies de l'Information	EGC	2008	Conception de systèmes d'information spatio-temporelle adaptatifs avec ASTIS	Les avancées technologiques récentes du Web et du sans fil,conjuguées au succès des applications spatialisées grand public, sont àl'origine d'un accès accru aux systèmes d'information spatio-temporelle(SIST) par une grande diversité d'utilisateurs, munis des dispositifs d'accèset dans des contextes d'utilisation variés. Adapter ces systèmes à l'utilisateurdevient donc une nécessité, un gage d'utilisabilité et de pérennité. Cet articleprésente une approche générique pour la conception et la génération desystèmes d'information spatio-temporelle adaptés à l'utilisateur, appeléASTIS. ASTIS offre des modalités générales de mise en oeuvre del'adaptation à l'utilisateur, visant tant le contenu que la présentation desapplications. Elle permet aux concepteurs d'intégrer ces modalitésd'adaptation dans des applications traitant des données spatio-temporelles.Afin de définir les besoins et types d'adaptation propres à leur application, ilsuffit aux concepteurs de créer des modèles conceptuels, par spécialisation etinstanciation des modèles offerts par notre architecture	Bogdan Moisuc, Jérôme Gensel, Hervé Martin	http://editions-rnti.fr/render_pdf.php?p1&p=1001232	http://editions-rnti.fr/render_pdf.php?p=1001232	avancée technologique récent web filconjuguée succès application spatialiser grand public àlorigine dun accès accroître système dinformation spatiotemporellesist grand diversité dutilisateur muni dispositif daccèset dan contexte dutilisation varier adapter système lutilisateurdevient nécessiter gager dutilisabilité pérennité articleprésente approcher générique conception génération desystèm dinformation spatiotemporell adapter lutilisateur appeléastis ASTIS offrir modalité général miser oeuvrer deladaptation lutilisateur viser contenir présentation desapplications permettre concepteur dintégrer modalitésdadaptation dan application traiter donnée spatiotemporellesafin définir besoin type dadaptation propre application ilsuffit concepteur créer modèle conceptuel spécialisation etinstanciation modèle offert architecturer
815	Revue des Nouvelles Technologies de l'Information	EGC 	2008	Data mining for activity extraction in video data	The exploration of large video data is a task which is now possible because of the advances made on object detection and tracking. Data mining techniques such as clustering are typically employed. Such techniques have mainly been applied for segmentation/indexation of video but knowledge extraction of the activity contained in the video has been only partially addressed. In this paper we present how video information is processed with the ultimate aim to achieve knowledge discovery of people activity in the video. First, objects of interest are detected in real time. Then, in an off-line process, we aim to perform knowledge discovery at two stages: 1) finding the main trajectory patterns of people in the video. 2) finding patterns of interaction between people and contextual objects in the scene. An agglomerative hierarchical clustering is employed at each stage. We present results obtained on real videos of the Torino metro (Italy).	Monique Thonnat, Jose Luis Patino, Etienne Corvée, François Brémond	http://editions-rnti.fr/render_pdf.php?p1&p=1000632	http://editions-rnti.fr/render_pdf.php?p=1000632	The exploration of large video dater is task which is now because of the advance mad object detection and tracking Data mining technique such clustering are typically employed Such technique hav mainly been applied for segmentationindexation of video boire knowledg extraction of the activity contained in the video has been only partially addressed In this paper we preser how video information is processed with the ultimate aim to achiev knowledge discovery of people activity in the video First object of interest are detected in real time Then in an offline process we aim to perform knowledg discovery at two stage 1 finding the main trajectory pattern of people in the video 2 finding pattern of interaction between people and contextual objects in the scene an agglomerative hierarchical clustering is employed at each stage We preser results obtained real videos of the Torino metro Italy
816	Revue des Nouvelles Technologies de l'Information	EGC 	2008	Découverte de motifs séquentiels et de règles inattendus	Les travaux autour de l'extraction de motifs séquentiels se sont particulièrement focalisés sur la définition d'approches efficaces pour extraire, en fonction d'une fréquence d'apparition, des corrélations entre des éléments dans des séquences. Même si ce critère de fréquence est déterminant, le décideur est également de plus en plus intéressé par des connaissances qui sont représentatives d'un comportement inattendu dans ces données (erreurs dans les données, fraudes, nouvelles niches, ... ). Dans cet article, nous introduisons le problème de la détection de motifs séquentiels inattendus par rapport aux croyances du domaine. Nous proposons l'approche USER dont l'objectif est d'extraire les motifs séquentiels et les règles inattendues dans une base de séquences.	Dong (Haoyuan) Li, Anne Laurent, Pascal Poncelet	http://editions-rnti.fr/render_pdf.php?p1&p=1000641	http://editions-rnti.fr/render_pdf.php?p=1000641	travail autour lextraction motif séquentiel focaliser définition dapprocher efficace extraire fonction dune fréquence dapparition corrélation entrer élément dan séquence critère fréquence déterminer décideur également plaire plaire intéresser connaissance représentativer dun comportement inattendu dan donnée erreur dan donnée fraude nich    Dans article introduire problème détection motif séquentiel inattendu rapport croyance domaine proposer lapproch USER lobjectif dextraire motif séquentiel règle inattendu dan baser séquence
817	Revue des Nouvelles Technologies de l'Information	EGC 	2008	Délestage pour l'analyse multidimensionnelle de flux de données	Dans le contexte de la gestion de flux de données, les données entrent dans le système à leur rythme. Des mécanismes de délestage sont à mettre en place pour qu'un tel système puisse faire face aux situations où le débit des données dépasse ses capacités de traitement. Le lien entre réduction de la charge et dégradation de la qualité des résultats doit alors être quantifié. Dans cet article, nous nous plaçons dans le cas où le système est un cube de données, dont la structure est connue a priori, alimenté par un flux de données. Nous proposons un mécanisme de délestage pour les situations de surcharge et quantifions la dégradation de la qualité des résultats dans les cellules du cube. Nous exploitons l'inégalité de Hoeffding pour obtenir une borne probabiliste sur l'écart entre la valeur attendue et la valeur estimée.	Sylvain Ferrandiz, Georges Hébrail	http://editions-rnti.fr/render_pdf.php?p1&p=1000580	http://editions-rnti.fr/render_pdf.php?p=1000580	Dans contexte gestion flux donnée donnée entrer dan système rythmer mécanisme délestage mettre placer quun système pouvoir faire face situation débit donnée dépasser capacité traitement lien entrer réduction charger dégradation qualité résultat devoir quantifier Dans article placer dan cas système cuber donnée structurer connaître priori alimenter flux donnée proposer mécanisme délestage situation surcharger quantifion dégradation qualité résultat dan cellule cuber exploiter linégalité Hoeffding obtenir born probabiliste lécart entrer attendre estimer
818	Revue des Nouvelles Technologies de l'Information	EGC 	2008	Détection de groupes atypiques pour une variable cible quantitative	"Une tâche importante en analyse des données est la compréhension de comportements inattendus ou atypiques de groupes d'individus. Quelles sont les catégories d'individus qui gagnent de particulièrement forts salaires ou au contraire, quelles sont celles qui ont de très faibles salaires ? Nous présentons le problème d'extraction de tels groupes atypiques vis-à-vis d'une variable cible quantitative, comme par exemple la variable ""salaire"", et plus particulièrement pour les faibles et fortes valeurs d'un intervalle déterminé par l'utilisateur. Il s'agit donc de rechercher des conjonctions de variables dont la distribution diffère significativement de celle de l'ensemble d'apprentissage pour les faibles et fortes valeurs de l'intervalle de cette variable cible. Une adaptation d'une mesure statistique existante, l'intensité d'inclination, nous permet de découvrir de tels groupes atypiques. Cette mesure nous libère de l'étape de transformation des variables quantitatives, à savoir l'étape de discrétisation suivie d'un codage disjonctif complet. Nous proposons donc un algorithme d'extraction de tels groupes avec des règles d'élagage pour réduire la complexité du problème. Cet algorithme a été développé et intégré au logiciel d'extraction de connaissances WEKA. Nous terminons par un exemple d'extraction sur la base de données IPUMS du bureau de recensement américain."	Sylvie Guillaume, Florian Guillochon, Michel Schneider	http://editions-rnti.fr/render_pdf.php?p1&p=1000627	http://editions-rnti.fr/render_pdf.php?p=1000627	tâcher important analyser donnée compréhension comportement inattendu atypiquer groupe dindividus quell catégorie dindividus gagner fort salaire contraire quell faible salaire   présenter problème dextraction groupe atypique visàvi dune variable cibl quantitatif exemple variable salair plaire faible fort dun intervall déterminer lutilisateur sagit rechercher conjonction variable distribution différer significativement lensembl dapprentissage faible fort lintervalle variable cibler adaptation dune mesurer statistique existant lintensité dinclination permettre découvrir groupe atypique mesurer libérer létape transformation variable quantitatif savoir létape discrétisation dun codage disjonctif complet proposer algorithme dextraction groupe règle délagage réduire complexité problème algorithme développer intégré logiciel dextraction connaissance WEKA terminer exemple dextraction baser donnée ipum bureau recensement américain
819	Revue des Nouvelles Technologies de l'Information	EGC 	2008	Discretization of Continuous Features by Resampling	Les arbres de décision sont largement utilisés pour générer des classificateurs à partir d'un ensemble de données. Le processus de construction est une partitionnement récursif de l'ensemble d'apprentissage. Dans ce contexte, les attributs continus sont discrétisés. Il s'agit alors, pour chaque variable à discrétiser de trouver l'ensemble des points de coupure. Dans ce papier nous montrons que la recherche des ces points de coupure par une méthode de ré-échantillonnage, comme le BOOTSTRAP conduit à des meilleurs résultats. Nous avons testé cette approche avec les méthodes principales de discrétisation comme MDLPC, FUSBIN, FUSINTER, CONTRAST, Chi-Merge et les résultats sont systématiquement meilleurs en utilisant le bootstrap. Nous exposons ces principaux résultats et ouvrons de nouvelles pistes pour la construction d'arbres de décision.	Taimur Qureshi, Djamel Abdelkader Zighed	http://editions-rnti.fr/render_pdf.php?p1&p=1000622	http://editions-rnti.fr/render_pdf.php?p=1000622	arbre décision largement utiliser générer classificateur partir dun ensemble donnée processus construction partitionnement récursif lensembl dapprentissage Dans contexte attribut continu discrétiser sagit variable discrétiser trouver lensembl point coupure Dans papier montrer rechercher point coupure méthode rééchantillonnage BOOTSTRAP conduire meilleur résultat tester approcher méthode principal discrétisation mdlpc fusbin fusinter contrast chimerge résultat systématiquement meilleur utiliser bootstrap exposer principal résultat ouvron piste construction darbr décision
820	Revue des Nouvelles Technologies de l'Information	EGC 	2008	Echantillonnage adaptatif de jeux de données déséquilibrés pour les forêts aléatoires	Dans nombre d'applications, les données présentent un déséquilibre entre les classes. La prédiction est alors souvent détériorée pour la classe minoritaire. Pour contourner cela, nous proposons un échantillonnage guidé, lors des itérations successives d'une forêt aléatoire, par les besoins de l'utilisateur.	Elie Prudhomme, Julien Thomas, Pierre-Emmanuel Jouve	http://editions-rnti.fr/render_pdf.php?p1&p=1000588	http://editions-rnti.fr/render_pdf.php?p=1000588	Dans nombre dapplication donnée présenter déséquilibrer entrer classe prédiction détériorer classer minoritaire Pour contourner celer proposer échantillonnage guider itération successif dune forêt aléatoire besoin lutilisateur
